id,source,date,rating,feedback,sentiment,customer_segment,country
1177,Support Ticket,2025-05-20,,I need to bulk assign tasks to new owners after a reorg - is there any way to do this via API? 300+ tasks.,Neutral,Startup,India
1178,NPS Response,2026-02-06,1,canceling soon,Negative,Startup,UK
1179,NPS Response,2026-01-31,3,"Great value for small teams, but bulk edit is practically useless. can barely do anything in multi-select mode",Neutral,Startup,UK
1180,NPS Response,2025-11-05,3,"Migrated from Trello. Some thinsg are better, some are worse. Net neutral.",Neutral,Enterprise,US
1181,App Store Review,2026-02-26,2,Why does switching between projects take so long? It's not like I'm running a quantum simulator here. no dark mode? in 2026? cmon,Negative,SMB,US
1182,App Store Review,2025-11-10,2,"The mobile app has really improved over the last year, but reporting exports to csv only - no pdf, no scheduled delivery, no charts. what year is this?",Neutral,SMB,India
1183,Support Ticket,2025-10-13,,Permissions bug: guests can see private comments. Potential data leak. Please investigate urgently.,Neutral,Startup,India
1184,G2 Review,2025-12-24,4,been using this for 2 years now and it just keeps getting better. support team is amazing too,Positive,Startup,Canada
1185,NPS Response,2025-08-25,4,The Slack integration works well for us. Comments sync back both ways.,Positive,SMB,US
1186,NPS Response,2026-04-01,5,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use.,Positive,Startup,India
1187,NPS Response,2025-08-15,3,ok.,Neutral,SMB,US
1188,Support Ticket,2025-06-04,,API rate limits hit within 60 seconds of our nightly sync. Can we get a temporary bump?,Negative,SMB,US
1189,Google Play Review,2025-08-12,5,Great value for small teams. The startup pricing tier is generous.,Positive,Startup,Australia
1190,NPS Response,2026-03-01,5,been using this for 2 years now and it just keeps getting better. support team is amazing too 👌,Positive,Startup,UK
1191,Google Play Review,2025-08-03,5,been using this for 2 years now and it just keeps getting better. support team is amazing too,Positive,SMB,Canada
1192,Google Play Review,2025-07-21,3,It's fine. I wish it were faster but I wish a lot o fthings.,Neutral,Enterprise,UK
1193,Support Ticket,2025-07-21,,Time tracking entries disappeared from last week. Users report entering them but none are saved.,Neutral,SMB,India
1194,App Store Review,2026-01-05,1,Why can't I bulk archive completed tasks? Have to do them one at a time. Insulting.,Negative,Enterprise,UK
1195,Google Play Review,2025-12-11,2,meh. works. moving on,Neutral,Enterprise,US
1196,NPS Response,2025-12-15,4,Honestly the best PM tool I've used. Switched from Asana and haven't looked back.,Positive,SMB,US
1197,Support Ticket,2025-10-21,,"hi just wondering if you have a teams integration on the roadmap? asked sales, got no answer",Negative,SMB,US
1198,App Store Review,2025-11-02,3,Gets the job done. Doesn't blow me away but doesn't annoy me either.,Neutral,Startup,US
1199,App Store Review,2026-01-30,2,onboarding is rough. threw us into the deep end with no templates that fit our actual workflow,Negative,SMB,UK
1200,App Store Review,2025-04-20,2,Took some getting used to but I'm neutral on it now. Part of my workflow.,Neutral,SMB,UK
1201,NPS Response,2025-09-09,3,"Great value for small teams, but timeline view is pretty but useless - can't link tasks, can't show critical path, can't collapse phases.",Neutral,SMB,India
1202,Support Ticket,2025-11-01,,"No action needed, just wanted to commend Alex on the support team. Fantastic service.",Positive,Enterprise,India
1203,Support Ticket,2025-08-13,,Can you clarify the data residency options for EU customers? We're going through a SOC2 audit.,Neutral,Startup,US
1204,Google Play Review,2025-06-12,5,Permissions are flexible enough for our enterprise setup. Rare for a tool this easy to use.,Positive,SMB,UK
1205,Support Ticket,2025-05-24,,Please help - I accidentally archived the wrong workspace. Need it restored today.,Neutral,Startup,US
1206,G2 Review,2026-03-29,5,been using this for 2 years now and it just keeps getting better. support team is amazing too,Positive,Enterprise,India
1207,Google Play Review,2025-07-02,3,Would rate higher if there were more integrations. Would rate lower if it crashed more. So... middle.,Neutral,SMB,US
1208,Google Play Review,2025-10-24,5,Worth every penny. We've replaced 4 other tools with this one.,Positive,Startup,Australia
1209,Google Play Review,2025-11-05,3,"love love love this tool, but i spent 40 minutes yesterday manually reassigning tasks because there's no bulk reassign. madness.",Neutral,Enterprise,UK
1210,NPS Response,2026-02-26,3,"Migrated from Trello. Some things are better, some are worse. Net neutral.",Neutral,Startup,Australia
1211,G2 Review,2025-10-15,2,can't build a simple cross-project report without a workaround. this is PM 101,Negative,SMB,Australia
1212,NPS Response,2025-04-27,3,ok.,Neutral,SMB,US
1213,App Store Review,2026-02-24,1,Import/export is fine but bulk in-app editing is nonexistent. Major productivity killer.,Negative,SMB,Canada
1214,G2 Review,2025-05-12,5,The new reporting features are a huge step up. Finally got the dashboards leadership wanted.,Positive,Startup,UK
1215,G2 Review,2026-04-08,1,the jira integration constantly breaks our workflow. fields dont map correctly,Negative,Startup,US
1216,G2 Review,2025-10-02,5,love love love this tool. my whole startup runs on it,Positive,SMB,UK
1217,NPS Response,2025-04-29,5,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,SMB,US
1218,App Store Review,2025-06-13,3,It's okay. The mobile app is mediocre but the web is fine.,Neutral,SMB,US
1219,Google Play Review,2025-09-07,1,I spent 40 minutes yesterday manually reassigning tasks because there's no bulk reassign. Madness.,Negative,SMB,UK
1220,App Store Review,2025-11-28,2,"it does what i need. nothing spectacular, but not broken either.",Neutral,SMB,US
1221,Support Ticket,2025-04-23,,Attachments over 10MB fail to upload with a generic error. Our workflow depends on larger files. Please advise.,Neutral,SMB,UK
1222,NPS Response,2026-02-04,2,"The reporting module feels like an afterthought. We need burndown, velocity, forecast - basic PM stuff.",Negative,Enterprise,Canada
1223,NPS Response,2026-01-09,3,"Dashboards, automations, integrations - it all just works, but loading spinners everywhere. this used to be snappy - what happened?",Neutral,SMB,India
1224,Google Play Review,2025-04-25,5,Best investment we made this year. RIO was obvious within 30 days.,Positive,Startup,US
1225,G2 Review,2026-03-03,1,Reporting limitations are killing us. Leadership wants rolled-up views and we can't deliver them.,Negative,SMB,US
1226,Google Play Review,2026-03-18,4,The timeline view (even if it's not a full Gantt) works well enough for our agile squads.,Positive,Startup,Australia
1227,G2 Review,2026-03-14,2,the product is powerful but the learning curve is a cliff. need better in-app guidance. the recent price hike with no warning was really disappointing. trust broken.,Negative,SMB,US
1228,G2 Review,2025-09-05,1,Gantt functionality is years behind MS Project or even Smartsheet. Big gap.,Negative,SMB,US
1229,NPS Response,2025-11-10,4,"Migrated from Trello. Some things are better, some are worse. Net neutral.",Neutral,Enterprise,US
1230,G2 Review,2025-05-16,2,Why can't I bulk archive completed tasks? Have to do them one at a time. Insulting.,Negative,Enterprise,Canada
1231,Support Ticket,2026-03-16,,Automation rules stopped executing after I edited them yesterday. Rule IDs in attached doc.,Negative,Enterprise,India
1232,Google Play Review,2025-04-21,2,Why is tehre no GitHub integration? Every dev tool has one.,Negative,Enterprise,Canada
1233,NPS Response,2025-07-13,5,Our remote team relies on this daily. It's the backbone of our async culture.,Positive,SMB,US
1234,NPS Response,2025-07-05,1,Mobile push notifications are completely broken on Android. I've missed three deadlines because of it.,Negative,Startup,US
1235,Support Ticket,2025-05-03,,Cannot change owner of a project. 'Permission denied' even though I am admin.,Negative,Enterprise,India
1236,NPS Response,2026-03-25,5,"Love the UI. Clean, intuitive, and my non-technical teammates picked it up in a day.",Positive,Startup,US
1237,Support Ticket,2025-07-17,,I need to bulk assign tasks to new owners after a reorg - is there any way to do this via API? 300+ tasks.,Negative,SMB,US
1238,App Store Review,2025-12-26,4,"Decent UX, decent reporting, decent everything. Nothing stands out as great or bad.",Neutral,Startup,Canada
1239,NPS Response,2025-12-16,2,"Salesforce integration is listed but it barely works - only syncs contacts, not opportunities.",Negative,Enterprise,US
1240,NPS Response,2025-05-11,2,It's a tool. I use it. It works mostly. That's about all I can say.,Neutral,Startup,US
1241,Google Play Review,2025-09-18,3,Solid middle-of-the-road PM tool. Not sure I'd pay for it if it were my money.,Neutral,Startup,India
1242,G2 Review,2025-05-14,1,Broke our workflow with a 'surprise' update. Please give warnings before major changes.,Negative,SMB,US
1243,NPS Response,2025-04-28,2,android app force closes whenever i try to edit a task. unusable on mobile rn,Negative,Startup,India
1244,Support Ticket,2026-01-05,,Emails from your app going to spam in Office 365. Any DMARC/DKIM advice?,Negative,Enterprise,US
1245,G2 Review,2025-04-28,4,The mobile app has really improved over the last year. Using it daliy now without issue. Keep it up!,Positive,SMB,US
1246,G2 Review,2025-11-07,1,I need a Gantt chart. A real one. With dependencies. How is this still missing?,Negative,Enterprise,India
1247,App Store Review,2025-11-20,2,"Mobile app: tiny tap targets, laggy scrolling, and no offline mode. It's 2026, come on.",Negative,SMB,US
1248,Support Ticket,2026-04-06,,Dashboard shows blank screen for all users in our Canadian workspace. US workspace fine.,Negative,SMB,India
1249,G2 Review,2026-04-10,1,Slack integration is bare bones. Can't even create tasks from a message without a clunky form.,Negative,Startup,UK
1250,NPS Response,2025-12-25,2,We padi for a trainer because the self-serve onboarding was impossible for non-technical team members. iOS app is a mess. Notifications come through 2 hours late and half the buttons don't work.,Negative,Enterprise,US
1251,NPS Response,2025-12-18,1,Too expensive for small teams. We're a 5-person startup and this is eating our budget.,Negative,SMB,US
1252,NPS Response,2025-11-23,5,Huge fan of the automation rules. We've automated so much of our recurring work.,Positive,Enterprise,US
1253,NPS Response,2025-09-25,1,No custom reports. No dashboards worth looknig at. Just basic pie charts from 2015.,Negative,Enterprise,Australia
1254,App Store Review,2025-11-03,5,Honestly the best PM tool I've used. Switched from Asana and haven't looked back.,Positive,SMB,US
1255,NPS Response,2025-07-12,2,The recent price hike with no warning was really disappointing. Trust broken.,Negative,SMB,Canada
1256,G2 Review,2026-03-23,3,"Customer support has been fantastic, but the pricing just jumped 40% at renewal with zero new features. talking to procurement about alternatives.",Neutral,Enterprise,UK
1257,Google Play Review,2025-11-30,2,"Feels like the product is stagnating. Competitors ship weekly, you ship quarterly.",Negative,SMB,India
1258,G2 Review,2026-02-11,5,Best investment we made this year. ROI was obvious within 30 days.,Positive,SMB,Australia
1259,NPS Response,2026-04-14,5,"Dashboards, automations, integrations - it all just works. Really happy customer.",Positive,Enterprise,US
1260,G2 Review,2025-11-08,3,It's a tool. I use it. It works mostly. That's about all I can say.,Neutral,Enterprise,US
1261,Support Ticket,2025-11-14,,Reports not rendering in PDF format - PNG works fine. Chrome 134.,Neutral,SMB,US
